id,edadEmprendedor,sexoEmprendedor,escolaridadEmprendedor,dependientesEconomicos,estadoCivil,familiaAyuda,antiguedadNegocio,horaApertura,horaCierre,giroNegocio,numEmpleados,ventasPromedioDiarias,deseoNegocio,registroVentas,registroContabilidad,altaSAT,usaCredito,tiempoCreditoProveedores,promocionNegocio,latitud,longitud,CategoríaDeseo,,Respuesta Original,Categoría
E00000698,63,H,primaria,2,casado,TRUE,0.66666,9,17,comercio minorista de productos terminados,1,250,vender,en un cuaderno,no registro,n,FALSE,no contesto,publicidad exterior,19.3909178,-99.01794975,Ventas e Ingresos,,,
E00000699,58,H,bachillerato terminado,2,casado,FALSE,32,9,19,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,1200,mejorar local,en un cuaderno,en un cuaderno,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.40260339,-99.00763515,Expansión y Estructura,,,
E00000700,38,H,universidad trunca,3,casado,FALSE,7,11,19,fonda o restaurante/alimentos,1,450,mejorar local,en excel,en excel,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.41239448,-99.01478089,Expansión y Estructura,,,
E00000701,56,H,universidad terminado,1,casado,FALSE,6,15,21,"consultorios médicos, dentales, veterinarios",0,600,mejorar local,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.40429156,-99.00523287,Expansión y Estructura,,,
E00000702,61,M,secundaria,0,viudo,TRUE,2,10,22,comercio minorista de productos terminados,3,600,vender,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.40712445,-99.01128016,Ventas e Ingresos,,,
E00000703,29,H,bachillerato trunco,2,union libre,FALSE,3,10,21,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,800,cambiar ubicacion,no registro,no registro,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar)|volantes,19.39817481,-99.00153216,Expansión y Estructura,,,
E00000704,51,M,secundaria,1,casado,FALSE,8,7,12,comercio minorista de productos terminados,0,200,cliente,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|otro|otro,19.50344175,-99.24008851,Clientes y Promoción,,,
E00000705,51,M,secundaria,1,casado,FALSE,8,7,12,fonda o restaurante/alimentos,0,200,cliente,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar)|otro,19.5038157,-99.25655799,Clientes y Promoción,,,
E00000706,24,M,universidad terminado,4,soltero,TRUE,0.75,10,6,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,5000,abundancia,en un sistema especial,en un sistema especial,s,FALSE,una semana,publicidad exterior|otro,19.47218111,-99.23480222,Gestión y Estabilidad,,,
E00000707,33,H,bachillerato terminado,2,union libre,TRUE,2,10,6,"consultorios médicos, dentales, veterinarios",2,4000,ayuda red,en excel,en excel,s,FALSE,más de un mes,otro,19.48375807,-99.25331233,Gestión y Estabilidad,,,
E00000708,47,M,secundaria,4,soltero,FALSE,1,9,6,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,600,crecimiento,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.47792508,-99.23807164,Expansión y Estructura,,,
E00000709,32,M,universidad trunca,8,casado,FALSE,10,7,10,comercio minorista de productos terminados,2,4500,venta,en un sistema especial,en un sistema especial,s,FALSE,una semana,otro,19.48587615,-99.23800407,Ventas e Ingresos,,,
E00000710,39,M,universidad terminado,3,casado,FALSE,2,10,6,fonda o restaurante/alimentos,1,1000,expansion,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,redes sociales (sin pagar),19.4818802,-99.24921312,Expansión y Estructura,,,
E00000711,51,H,primaria,3,casado,FALSE,20,7,6,comercio minorista de materias primas,0,3000,aumentar venta,no registro,no registro,s,FALSE,no me dan crédito,otro,19.49210622,-99.22399214,Ventas e Ingresos,,,
E00000712,26,H,universidad terminado,2,soltero,TRUE,1,7,4,"consultorios médicos, dentales, veterinarios",2,800,aumentar venta,en excel,en excel,s,FALSE,no me dan crédito,publicidad exterior|otro,19.49095235,-99.25778008,Ventas e Ingresos,,,
E00000713,47,H,universidad terminado,4,soltero,FALSE,25,8,19,comercio minorista de productos terminados,3,1000,trabajo,en excel,en excel,s,TRUE,dos semanas,otro,19.48757086,-99.23928073,Operación y Personal,,,
E00000714,51,H,secundaria,4,union libre,FALSE,30,7,17,comercio minorista de materias primas,0,3000,aumentar venta,no registro,no registro,n,FALSE,no me dan crédito,otro,19.47527947,-99.23357369,Ventas e Ingresos,,,
E00000715,60,M,universidad terminado,2,soltero,FALSE,23,10,19,comercio minorista de productos terminados,1,1200,limpieza vecino,en un cuaderno,en un cuaderno,o,FALSE,un mes,publicidad exterior,19.49286231,-99.24176618,Operación y Estabilidad,,,
E00000716,37,M,universidad terminado,1,soltero,FALSE,2,10,6,comercio minorista de productos terminados,0,800,ampliar el,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|otro,19.49656978,-99.24589315,Expansión y Estructura,,,
E00000717,48,H,secundaria,5,casado,FALSE,10,8,10,comercio minorista de productos terminados,3,3000,venta,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.47993071,-99.24743554,Ventas e Ingresos,,,
E00000718,41,M,bachillerato terminado,3,soltero,TRUE,1,10,18,"consultorios médicos, dentales, veterinarios",3,1200,completamente,en un cuaderno,en un cuaderno,s,FALSE,dos semanas,publicidad exterior|otro,19.49197182,-99.26470671,Gestión y Estabilidad,,,
E00000719,34,M,bachillerato terminado,10,soltero,TRUE,15,8,19,comercio minorista de productos terminados,4,500,prosperidad,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,otro,19.49071231,-99.2635092,Gestión y Estabilidad,,,
E00000720,28,H,universidad terminado,3,soltero,FALSE,54,11,22,comercio minorista de productos terminados,2,1000,dinero,en un cuaderno,en excel,s,FALSE,no me dan crédito,publicidad exterior,19.48978808,-99.24756337,Inversión y Producto,,,
E00000721,37,M,universidad terminado,5,union libre,TRUE,4,10,17,comercio minorista de productos terminados,3,5000,expansion sucursal,en excel,en excel,s,FALSE,dos semanas,publicidad exterior|otro|otro,19.77943587,-99.08045509,Expansión y Estructura,,,
E00000722,42,H,bachillerato terminado,6,casado,FALSE,6,7,22,comercio minorista de productos terminados,3,6000,cliente,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.479874,-99.2776288,Clientes y Promoción,,,
E00000723,27,H,bachillerato terminado,5,soltero,TRUE,26,8,18,comercio minorista de productos terminados,2,30000,local,en excel,en excel,s,FALSE,más de un mes,publicidad exterior,19.48266581,-99.25810939,Expansión y Estructura,,,
E00000724,27,H,universidad terminado,2,union libre,TRUE,4,11,9,salud y belleza,2,1200,aumentar venta,en un sistema especial,en un sistema especial,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.60959689,-99.09754783,Ventas e Ingresos,,,
E00000725,42,H,universidad trunca,2,soltero,TRUE,6,9,10,comercio minorista de productos terminados,2,2000,fluidez,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.61972063,-99.11278323,Gestión y Estabilidad,,,
E00000726,64,H,secundaria,3,casado,TRUE,6,8,7,comercio minorista de productos terminados,0,300,haber venta,en un cuaderno,no registro,n,FALSE,no contesto,publicidad exterior,19.66191432,-99.0859086,Ventas e Ingresos,,,
E00000727,32,M,bachillerato terminado,2,soltero,TRUE,7,8,6,comercio minorista de productos terminados,2,1200,ampliar negocio,en un cuaderno,en un cuaderno,n,FALSE,no contesto,redes sociales (sin pagar),19.63182922,-99.08605933,Expansión y Estructura,,,
E00000728,64,H,secundaria,1,casado,FALSE,25,8,8,frutas y verduras,0,1200,obtener local,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.6256639,-99.11620748,Expansión y Estructura,,,
E00000729,30,M,universidad terminado,2,soltero,TRUE,23,8,8,"servicios  personales(estéticas, spa, uñas, barberías, etc)",2,600,gente,en un cuaderno,en un cuaderno,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.6250832,-99.08988152,Clientes y Promoción,,,
E00000730,40,M,bachillerato terminado,2,union libre,FALSE,10,11,8,ropa,1,3000,local,en excel,en excel,n,FALSE,no contesto,otro,19.64114801,-99.09930874,Expansión y Estructura,,,
E00000731,24,M,universidad terminado,0,union libre,FALSE,5,11,8,de temporada,1,3000,lugar amplio,en excel,en excel,n,FALSE,no contesto,publicidad exterior,19.610405,-99.07614024,Expansión y Estructura,,,
E00000732,44,M,secundaria,0,soltero,TRUE,5,9,8,comercio minorista de materias primas,1,3000,surtir negocio,en un cuaderno,en un cuaderno,n,FALSE,no contesto,otro,19.62891627,-99.06242951,Inversión y Producto,,,
E00000733,29,M,universidad terminado,0,soltero,TRUE,3,3,10,fonda o restaurante/alimentos,3,500,aumento venta,en un cuaderno,no registro,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar)|volantes,19.61977316,-99.10026991,Ventas e Ingresos,,,
E00000734,30,M,bachillerato terminado,0,soltero,FALSE,1.5,10,8,ropa,3,1000,local,en un cuaderno,en excel,n,FALSE,no contesto,publicidad exterior,19.63718088,-99.09910683,Expansión y Estructura,,,
E00000735,33,H,bachillerato terminado,5,union libre,TRUE,2,12,9,"consultorios médicos, dentales, veterinarios",0,1000,ampliar negocio,no registro,no registro,n,FALSE,no contesto,otro,19.61957605,-99.08202065,Expansión y Estructura,,,
E00000736,31,H,bachillerato terminado,2,union libre,TRUE,3,7,10,fonda o restaurante/alimentos,8,7000,hornos,en un cuaderno,en un cuaderno,s,FALSE,no contesto,publicidad exterior|otro,19.65140969,-99.08931127,Inversión y Producto,,,
E00000737,48,M,secundaria,2,casado,TRUE,2,8,9,fonda o restaurante/alimentos,4,4500,local,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.62957183,-99.08826936,Expansión y Estructura,,,
E00000738,59,M,bachillerato trunco,1,casado,TRUE,1.5,9,23,comercio minorista de productos terminados,2,3000,venta,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.6136728,-99.09145818,Ventas e Ingresos,,,
E00000739,39,H,secundaria,2,casado,TRUE,15,8,10,farmacia,2,7000,venta,en excel,en un sistema especial,n,FALSE,no contesto,publicidad exterior,19.63726622,-99.07788783,Ventas e Ingresos,,,
E00000740,40,H,bachillerato trunco,4,casado,TRUE,4.4,11,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",3,1000,lugar amplio crecer negocio,en excel,en excel,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.59999923,-99.0891294,Expansión y Estructura,,,
E00000741,45,H,universidad trunca,2,soltero,TRUE,17,11,19,"consultorios médicos, dentales, veterinarios",2,3600,aumentar personal espacio,en excel,en excel,o,FALSE,no contesto,publicidad exterior,19.60689178,-99.07812368,Operación y Estabilidad,,,
E00000742,39,H,bachillerato trunco,3,union libre,TRUE,19,11,19,fonda o restaurante/alimentos,3,9000,local,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.63166333,-99.08858205,Expansión y Estructura,,,
E00000743,43,M,universidad trunca,2,soltero,FALSE,10,12,20,fonda o restaurante/alimentos,2,7500,venta,en un sistema especial,en un sistema especial,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar)|volantes,19.61506193,-99.08877001,Ventas e Ingresos,,,
E00000744,48,H,universidad trunca,2,casado,TRUE,4,10,20,farmacia,1,1200,venta,en excel,en excel,o,FALSE,no contesto,publicidad exterior,19.61720226,-99.08299691,Ventas e Ingresos,,,
E00000745,23,M,bachillerato terminado,5,casado,TRUE,0.17,9,19,comercio minorista de productos terminados,0,700,productividad,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.47484669,-99.22753501,Operación y Personal,,,
E00000746,47,M,secundaria,2,union libre,TRUE,3,7,24,comercio minorista de materias primas,3,2000,ventas,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.41064811,-99.03524368,Ventas e Ingresos,,,
E00000747,34,H,bachillerato trunco,3,casado,TRUE,1,13,22,fonda o restaurante/alimentos,1,2000,mejorar,en un cuaderno,en excel,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.40776083,-99.04605805,Gestión y Estabilidad,,,
E00000748,42,M,secundaria,2,casado,TRUE,16,10,2,comercio minorista de materias primas,1,900,tenerla surtido,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.42522369,-99.03617247,Inversión y Producto,,,
E00000749,46,H,secundaria,3,casado,FALSE,15,9,20,comercio minorista de materias primas,1,7000,,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.41093778,-99.03488841,,,,
E00000750,29,M,universidad trunca,2,union libre,FALSE,1,7,20,comercio minorista de materias primas,3,8000,general empleao sucursal,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.39805903,-99.0484831,Operación y Personal,,,
E00000751,54,H,bachillerato terminado,2,casado,FALSE,8,8,19,comercio minorista de productos terminados,1,3000,mercancio,en un cuaderno,en un cuaderno,s,TRUE,no me dan crédito,publicidad exterior,19.39963573,-99.0880616,Inversión y Producto,,,
E00000752,56,M,secundaria,1,casado,TRUE,3,11,22,comercio minorista de materias primas,0,800,vender,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.40835026,-99.0469255,Ventas e Ingresos,,,
E00000753,36,H,secundaria,1,soltero,FALSE,10,10,23,comercio minorista de productos terminados,1,2800,agrandar,no registro,no registro,s,FALSE,una semana,publicidad exterior,19.38582828,-99.0671009,Expansión y Estructura,,,
E00000754,37,M,bachillerato trunco,3,union libre,TRUE,12,9,20,comercio minorista de productos terminados,2,1200,duracion seguridad,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.40707517,-99.05005228,Gestión y Estabilidad,,,
E00000755,45,M,bachillerato terminado,2,casado,TRUE,1.5,10,21,veterinaria,1,3000,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.41899599,-99.04834605,,,,
E00000756,28,H,bachillerato trunco,3,soltero,TRUE,8,9,20,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",1,1800,mejorar el,en un cuaderno,en un cuaderno,s,FALSE,más de un mes,publicidad exterior,19.40970799,-99.07091495,Gestión y Estabilidad,,,
E00000757,32,M,bachillerato terminado,2,casado,TRUE,3,9,23,comercio minorista de productos terminados,4,6000,mejorarir venta,en un sistema especial,en un sistema especial,o,TRUE,dos semanas,publicidad exterior,19.40888079,-99.04894056,Ventas e Ingresos,,,
E00000758,24,H,universidad trunca,1,soltero,FALSE,2,16,22,comercio minorista de materias primas,1,500,surtido,en un cuaderno,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.4270126,-99.03099114,Inversión y Producto,,,
E00000759,54,H,secundaria,2,casado,FALSE,5,8,16,comercio minorista de materias primas,1,4200,vender,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.40973121,-99.04394193,Ventas e Ingresos,,,
E00000760,43,M,secundaria,3,casado,TRUE,6,7,20,fonda o restaurante/alimentos,3,3000,seguridad,en un sistema especial,en un sistema especial,o,FALSE,una semana,publicidad exterior|otro,19.41380776,-99.06246842,Operación y Personal,,,
E00000761,45,M,bachillerato terminado,3,casado,TRUE,7,9,17,comercio minorista de materias primas,1,5000,venta,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.40986734,-99.0895618,Ventas e Ingresos,,,
E00000762,47,M,secundaria,2,casado,TRUE,3,8,18,fonda o restaurante/alimentos,1,3500,,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.40522047,-99.04880304,,,,
E00000763,60,H,secundaria,1,casado,FALSE,16,8,18,comercio minorista de materias primas,3,8000,,en un cuaderno,en un cuaderno,s,FALSE,dos semanas,publicidad exterior,19.43479721,-99.05530018,,,,
E00000764,62,H,primaria,2,casado,TRUE,12,7,19,comercio minorista de productos terminados,3,8500,durar tiempo,en un cuaderno,en un cuaderno,s,TRUE,una semana,publicidad exterior,19.4265626,-99.05661783,Gestión y Estabilidad,,,
E00000765,58,H,bachillerato terminado,4,casado,TRUE,9,8,22,comercio minorista de productos terminados,4,9000,seguridad,en excel,en excel,s,FALSE,una semana,publicidad exterior,19.39489489,-99.04565712,Operación y Personal,,,
E00000766,19,H,primaria,0,soltero,FALSE,0.0028,11,7,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,400,prosperar,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.53901932,-99.25901505,Gestión y Estabilidad,,,
E00000767,32,H,universidad terminado,6,casado,FALSE,30,7,10,comercio minorista de productos terminados,3,8000,seguir negocio,no registro,en excel,n,FALSE,no contesto,publicidad exterior,19.54303962,-99.24841168,Gestión y Estabilidad,,,
E00000768,58,M,primaria,5,casado,TRUE,13,8,10,comercio minorista de productos terminados,2,550,perdurar negocio generacion,no registro,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.55856824,-99.25538426,Gestión y Estabilidad,,,
E00000769,25,M,universidad trunca,2,soltero,TRUE,0.15,7,10,comercio minorista de productos terminados,1,3000,incrementar venta,en un cuaderno,en un cuaderno,s,TRUE,una semana,publicidad exterior,19.55823252,-99.27061925,Ventas e Ingresos,,,
E00000770,55,H,secundaria,2,soltero,TRUE,5,9,9,comercio minorista de productos terminados,2,3000,crecer,en excel,en excel,o,FALSE,no me dan crédito,redes sociales (sin pagar),19.54431982,-99.24952115,Expansión y Estructura,,,
E00000771,64,H,secundaria,2,casado,TRUE,12,9,5,comercio minorista de materias primas,2,4500,mejorar presencia,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.54836509,-99.23960528,Clientes y Marketing,,,
E00000772,32,H,bachillerato terminado,3,casado,FALSE,10,8,10,comercio minorista de productos terminados,3,5000,vender tipo producto,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.54049263,-99.24709541,Inversión y Producto,,,
E00000773,69,M,primaria,2,casado,TRUE,16,7,9,comercio minorista de productos terminados,2,4000,traspasar precio,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.53259204,-99.25232424,Ventas e Ingresos,,,
E00000774,53,M,secundaria,1,soltero,FALSE,0.5,11,9,comercio minorista de productos terminados,0,200,prosperar,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.55681669,-99.25652135,Gestión y Estabilidad,,,
E00000775,50,M,primaria,2,casado,TRUE,3,9,10,comercio minorista de productos terminados,1,70,vender,no registro,en un cuaderno,o,TRUE,más de un mes,publicidad exterior,19.53820137,-99.25703614,Ventas e Ingresos,,,
E00000776,21,H,universidad trunca,1,casado,TRUE,1,7,11,comercio minorista de productos terminados,1,3000,multiplicar,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.54397089,-99.26008837,Gestión y Estabilidad,,,
E00000777,50,H,primaria,3,union libre,TRUE,12,8,6,comercio minorista de materias primas,1,3500,dueno local,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|volantes,19.52351251,-99.25082617,Operación y Personal,,,
E00000778,30,M,universidad trunca,0,soltero,TRUE,40,7,11,comercio minorista de productos terminados,2,5000,crecer suficiente fuerar empresa servicio social,en un cuaderno,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.55338626,-99.2345733,Expansión y Estructura,,,
E00000779,70,M,primaria,2,casado,TRUE,3,8,8,comercio minorista de productos terminados,1,50,vender el,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.53478104,-99.25669501,Ventas e Ingresos,,,
E00000780,53,M,primaria,1,viudo,TRUE,18,7,9,comercio minorista de productos terminados,2,2000,,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.54332969,-99.24292893,,,,
E00000781,54,H,primaria,3,casado,TRUE,10,8,10,comercio minorista de productos terminados,2,1200,crecer,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.55382886,-99.25366653,Expansión y Estructura,,,
E00000782,69,H,secundaria,0,viudo,TRUE,28,6,7,comercio minorista de productos terminados,0,1200,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.53092538,-99.25289961,Ventas e Ingresos,,,
E00000783,39,M,universidad terminado,3,casado,TRUE,2,7,9,comercio minorista de productos terminados,2,900,capital invertir,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.51671408,-99.26944446,Inversión y Producto,,,
E00000784,36,M,bachillerato trunco,5,casado,TRUE,9,7,11,comercio minorista de productos terminados,1,5500,vender,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.54640806,-99.26188847,Ventas e Ingresos,,,
E00000785,50,H,universidad terminado,1,casado,TRUE,4,11,21,comercio minorista de productos terminados,2,1000,crecimiento,en excel,en excel,o,TRUE,no contesto,redes sociales (sin pagar),19.62454697,-99.25305585,Expansión y Estructura,,,
E00000786,40,M,posgrado,4,soltero,TRUE,7,9,21,"servicios  personales(estéticas, spa, uñas, barberías, etc)",4,4000,llegar cliente negocio,en un sistema especial,en un sistema especial,n,FALSE,no contesto,redes sociales (sin pagar)|volantes,19.64814061,-99.23491657,Clientes y Promoción,,,
E00000787,36,M,universidad terminado,4,soltero,FALSE,1,9,19,fonda o restaurante/alimentos,3,12,cliente,en excel,en excel,n,FALSE,no contesto,redes sociales (sin pagar)|volantes,19.64560749,-99.21310188,Clientes y Promoción,,,
E00000788,36,H,posgrado,3,soltero,TRUE,2,9,18,"consultorios médicos, dentales, veterinarios",2,,equipo material moderno,en excel,en excel,s,FALSE,no contesto,publicidad exterior,19.64267876,-99.20459523,Inversión y Producto,,,
E00000789,38,H,bachillerato terminado,1,divorciado,TRUE,8,6,22,comercio minorista de productos terminados,4,5000,gente conocer,en excel,en excel,s,FALSE,un mes,redes sociales (sin pagar),19.6498913,-99.20551677,Clientes y Promoción,,,
E00000790,58,M,bachillerato terminado,2,divorciado,FALSE,2,12,7,comercio minorista de productos terminados,1,400,prosperidad rentable,en un cuaderno,en excel,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.62858857,-99.2130915,Gestión y Estabilidad,,,
E00000791,55,M,universidad trunca,2,casado,FALSE,10,9,18,"servicios  personales(estéticas, spa, uñas, barberías, etc)",2,800,local,en un cuaderno,en excel,s,FALSE,no contesto,redes sociales (sin pagar),19.65630282,-99.22272809,Expansión y Estructura,,,
E00000792,48,M,universidad terminado,2,soltero,FALSE,1.5,11,18,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,900,cliente,no registro,no registro,s,FALSE,no me dan crédito,redes sociales (sin pagar)|otro,19.64216922,-99.26023442,Clientes y Promoción,,,
E00000793,52,M,secundaria,3,casado,TRUE,5.5,11,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,900,rentable,en un cuaderno,en excel,s,FALSE,no contesto,redes sociales (sin pagar),19.64583127,-99.21733033,Ventas e Ingresos,,,
E00000794,61,H,posgrado,3,casado,FALSE,4.5,11,17,"consultorios médicos, dentales, veterinarios",2,1200,mejor instalacion,en excel,en excel,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.6386113,-99.20332858,Expansión y Estructura,,,
E00000795,58,H,universidad terminado,10,casado,FALSE,5,10,18,"servicios  personales(estéticas, spa, uñas, barberías, etc)",8,,mantengar cliente,en un sistema especial,en un sistema especial,s,FALSE,no contesto,redes sociales (sin pagar),19.66467452,-99.21317862,Clientes y Promoción,,,
E00000796,32,M,universidad trunca,5,soltero,TRUE,3.5,9,19,"servicios  personales(estéticas, spa, uñas, barberías, etc)",3,1000,mejor instalacion cantidad cliente,en un sistema especial,en un sistema especial,s,FALSE,un mes,publicidad exterior|redes sociales (sin pagar)|volantes,19.64364108,-99.21608017,Expansión y Estructura,,,
E00000797,55,H,universidad terminado,2,casado,FALSE,1,10,18,comercio minorista de productos terminados,1,3000,cliente vengar bienestar mascota,en un sistema especial,en un sistema especial,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.6474992,-99.21061913,Clientes y Promoción,,,
E00000798,52,M,posgrado,3,divorciado,FALSE,9,11,19,"consultorios médicos, dentales, veterinarios",1,3000,mejor instalacion cantidad cliente,no registro,en excel,s,FALSE,no contesto,publicidad exterior,19.65161759,-99.21711951,Expansión y Estructura,,,
E00000799,44,H,posgrado,6,casado,TRUE,19,12,20,comercio minorista de materias primas,3,2880,venta,en un sistema especial,en un sistema especial,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.65324422,-99.21965693,Ventas e Ingresos,,,
E00000800,31,M,bachillerato trunco,2,soltero,FALSE,12,9,19,comercio minorista de productos terminados,2,2200,seguir rentable,en un cuaderno,en excel,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar)|volantes,19.64076418,-99.18831897,Gestión y Estabilidad,,,
E00000801,42,M,universidad terminado,4,casado,TRUE,7,10,18,comercio minorista de productos terminados,2,1500,sucursal,en excel,en excel,s,FALSE,un mes,publicidad exterior|redes sociales (sin pagar)|otro,19.64412488,-99.2410092,Expansión y Estructura,,,
E00000802,36,M,universidad terminado,1,soltero,TRUE,2,1,24,"consultorios médicos, dentales, veterinarios",2,6500,mejor instalacion,no registro,en excel,n,FALSE,un mes,redes sociales (sin pagar),19.62168951,-99.2179714,Expansión y Estructura,,,
E00000803,53,H,universidad terminado,2,casado,FALSE,17.5,10,18,despacho jurídico,3,3300,poder deducibl cosa pagar impuesto,en un sistema especial,en excel,s,FALSE,no contesto,redes sociales (sin pagar)|otro,19.64810092,-99.24602382,Operación y Personal,,,
E00000804,51,H,universidad trunca,4,casado,FALSE,26,9,18,comercio minorista de materias primas,1,3400,dejar trabajo,en un cuaderno,en un sistema especial,s,FALSE,un mes,publicidad exterior,19.49707532,-99.29350845,Operación y Personal,,,
E00000805,54,H,secundaria,3,union libre,TRUE,3,8,20,comercio minorista de productos terminados,0,2100,mejorar venta,en un cuaderno,en un cuaderno,n,FALSE,una semana,publicidad exterior,19.48840997,-99.27153918,Ventas e Ingresos,,,
E00000806,64,H,primaria,2,casado,TRUE,22,8,21,comercio minorista de productos terminados,1,2400,ayudarar surtitlo,en un cuaderno,en un cuaderno,s,FALSE,dos semanas,publicidad exterior,19.4651873,-99.27406713,Inversión y Producto,,,
E00000807,26,M,secundaria,8,union libre,FALSE,25,8,21,comercio minorista de productos terminados,6,,,en un cuaderno,en un cuaderno,s,FALSE,un mes,publicidad exterior|otro,19.4896524,-99.24321895,,,,
E00000808,47,M,bachillerato trunco,4,union libre,TRUE,15,7,20,comercio minorista de materias primas,5,,crecer economicmente,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar)|otro|volantes,19.47876584,-99.27160782,Gestión y Estabilidad,,,
E00000809,43,M,secundaria,2,casado,TRUE,20,10,20,comercio minorista de productos terminados,0,,venta,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.48696464,-99.32821228,Ventas e Ingresos,,,
E00000810,63,H,bachillerato terminado,1,union libre,TRUE,5,9,22,comercio minorista de productos terminados,1,7000,cliente,no registro,no registro,o,FALSE,una semana,publicidad exterior,19.49228769,-99.24531712,Clientes y Promoción,,,
E00000811,49,M,secundaria,7,casado,TRUE,10,8,18,comercio minorista de materias primas,5,4000,remodelarla,en un cuaderno,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior|volantes,19.49952511,-99.27277075,Expansión y Estructura,,,
